DRY_RUN_ID,CURRENT_TIMESTAMP,STEP_NAME,RESOURCE_NAME,MAX_CPU,AVG_CPU,MAX_MEM
130,2.02411E+13,02-02-slice,cloud8,99.8,56.6857,82.02
130,2.02411E+13,02-03-prepare,cloud8,101.7,76.6114,105.59
131,2.02411E+13,01-01-retrieve,fog2,,0,18.875
131,2.02411E+13,01-02-prepare-and-store,fog2,27.9,6.975,78.082
131,2.02411E+13,02-01-retrieve,fog2,9.9,2.475,22.75
131,2.02411E+13,02-02-slice,fog2,,0,60.145
131,2.02411E+13,02-03-prepare,fog2,101.7,23.0947,89.074
132,2.02411E+13,01-01-retrieve,fog3,,0,20.5
132,2.02411E+13,01-02-prepare-and-store,fog3,33.9,8.475,77.98
132,2.02411E+13,02-01-retrieve,fog3,9.9,2.475,22.75
132,2.02411E+13,02-02-slice,fog3,,0,60.027
132,2.02411E+13,02-03-prepare,fog3,101.7,24.0316,89.039
133,2.02411E+13,01-01-retrieve,cloud1,,0,22
133,2.02411E+13,01-02-prepare-and-store,cloud1,47.9,11.975,78.094
133,2.02411E+13,02-01-retrieve,cloud1,,0,22.742
133,2.02411E+13,02-02-slice,cloud1,,0,54.648
133,2.02411E+13,02-03-prepare,cloud1,101.6,26.2211,89.398
134,2.02411E+13,01-01-retrieve,cloud2,,0,22.875
134,2.02411E+13,01-02-prepare-and-store,cloud2,45.9,11.475,77.938
134,2.02411E+13,02-01-retrieve,cloud2,,0,22.875
134,2.02411E+13,02-02-slice,cloud2,,0,55.645
134,2.02411E+13,02-03-prepare,cloud2,101.7,29.015,88.77
135,2.02411E+13,01-01-retrieve,cloud3,,0,21.5
135,2.02411E+13,01-02-prepare-and-store,cloud3,59.8,14.95,78.086
135,2.02411E+13,02-01-retrieve,cloud3,,0,22
135,2.02411E+13,02-02-slice,cloud3,,0,54.582
135,2.02411E+13,02-03-prepare,cloud3,101.6,26.4714,90.176
136,2.02411E+13,01-01-retrieve,cloud4,,0,22.875
136,2.02411E+13,01-02-prepare-and-store,cloud4,41.9,10.475,78.238
136,2.02411E+13,02-01-retrieve,cloud4,,0,23.375
136,2.02411E+13,02-02-slice,cloud4,,0,48.781
136,2.02411E+13,02-03-prepare,cloud4,101.6,26.2263,90.277
137,2.02411E+13,01-01-retrieve,cloud5,,0,20.75
137,2.02411E+13,01-02-prepare-and-store,cloud5,49.8,12.45,78.105
137,2.02411E+13,02-01-retrieve,cloud5,,0,21.5
137,2.02411E+13,02-02-slice,cloud5,,0,48.742
137,2.02411E+13,02-03-prepare,cloud5,101.6,28.975,88.855
138,2.02411E+13,01-01-retrieve,cloud6,,0,20.875
138,2.02411E+13,01-02-prepare-and-store,cloud6,49.8,12.45,77.984
138,2.02411E+13,02-01-retrieve,cloud6,,0,20.625
138,2.02411E+13,02-02-slice,cloud6,,0,47.867
138,2.02411E+13,02-03-prepare,cloud6,101.7,27.5,89.82
139,2.02411E+13,01-01-retrieve,cloud7,,0,20.875
139,2.02411E+13,01-02-prepare-and-store,cloud7,53.8,13.45,78.125
139,2.02411E+13,02-01-retrieve,cloud7,,0,22.25
139,2.02411E+13,02-02-slice,cloud7,,0,48.641
139,2.02411E+13,02-03-prepare,cloud7,99.6,26.1,89.809
140,2.02411E+13,01-01-retrieve,cloud8,,0,21
140,2.02411E+13,01-02-prepare-and-store,cloud8,51.8,12.95,77.773
140,2.02411E+13,02-01-retrieve,cloud8,,0,22
140,2.02411E+13,02-02-slice,cloud8,,0,49.266
140,2.02411E+13,02-03-prepare,cloud8,99.7,27.91,90.465
141,2.02411E+13,01-01-retrieve,fog2,19.8,3.96,23
141,2.02411E+13,01-02-prepare-and-store,fog2,43.9,10.975,78.207
141,2.02411E+13,02-01-retrieve,fog2,29.7,14.2188,11.375
141,2.02411E+13,02-02-slice,fog2,99.7,42.7143,81.871
141,2.02411E+13,02-03-prepare,fog2,101.8,74.2578,106.09
142,2.02411E+13,01-01-retrieve,fog3,9.9,3.96,22.875
142,2.02411E+13,01-02-prepare-and-store,fog3,37.9,9.475,77.906
142,2.02411E+13,02-01-retrieve,fog3,19.8,12.3688,12.125
142,2.02411E+13,02-02-slice,fog3,101.8,56.4429,81.871
142,2.02411E+13,02-03-prepare,fog3,101.8,75.4571,106.738
143,2.02411E+13,01-01-retrieve,cloud1,9.9,2.82857,16.125
143,2.02411E+13,01-02-prepare-and-store,cloud1,61.8,15.45,78.684
143,2.02411E+13,02-01-retrieve,cloud1,98.5,31.1667,10
143,2.02411E+13,02-02-slice,cloud1,101.7,56.9571,82.609
143,2.02411E+13,02-03-prepare,cloud1,101.8,78.596,105.957
144,2.02411E+13,01-01-retrieve,cloud2,9.9,2.82857,18.375
144,2.02411E+13,01-02-prepare-and-store,cloud2,55.8,13.95,78.34
144,2.02411E+13,02-01-retrieve,cloud2,98.8,32.9167,14.25
144,2.02411E+13,02-02-slice,cloud2,99.6,56.9143,82.609
144,2.02411E+13,02-03-prepare,cloud2,101.8,78.5571,106.375
145,2.02411E+13,01-01-retrieve,cloud3,9.9,3.7125,23
145,2.02411E+13,01-02-prepare-and-store,cloud3,77.8,19.45,78.207
145,2.02411E+13,02-01-retrieve,cloud3,98.3,35.425,23.125
145,2.02411E+13,02-02-slice,cloud3,101.6,56.9143,82.484
145,2.02411E+13,02-03-prepare,cloud3,101.6,78.5133,106.492
146,2.02411E+13,01-01-retrieve,cloud4,9.9,3.3,23
146,2.02411E+13,01-02-prepare-and-store,cloud4,67.8,16.95,78.523
146,2.02411E+13,02-01-retrieve,cloud4,105.9,43.1286,14.25
146,2.02411E+13,02-02-slice,cloud4,101.6,56.9143,82.625
146,2.02411E+13,02-03-prepare,cloud4,101.7,76.5716,106.395
147,2.02411E+13,01-01-retrieve,cloud5,19.8,4.24286,10.25
147,2.02411E+13,01-02-prepare-and-store,cloud5,61.8,15.45,78.223
147,2.02411E+13,02-01-retrieve,cloud5,94.7,41.175,14.75
147,2.02411E+13,02-02-slice,cloud5,99.8,56.9857,82.234
147,2.02411E+13,02-03-prepare,cloud5,101.7,78.4573,105.766
148,2.02411E+13,01-01-retrieve,cloud6,9.9,4.925,21.5
148,2.02411E+13,01-02-prepare-and-store,cloud6,65.8,16.45,78.25
148,2.02411E+13,02-01-retrieve,cloud6,98.7,53.4556,22.875
148,2.02411E+13,02-02-slice,cloud6,101.8,56.7,82.09
148,2.02411E+13,02-03-prepare,cloud6,101.7,77.1684,105.84
149,2.02411E+13,01-01-retrieve,cloud7,29.7,7.425,15.875
149,2.02411E+13,01-02-prepare-and-store,cloud7,63.8,15.95,78.152
149,2.02411E+13,02-01-retrieve,cloud7,99,28.2571,7.125
149,2.02411E+13,02-02-slice,cloud7,101.7,56.9714,82.129
149,2.02411E+13,02-03-prepare,cloud7,101.8,77.7813,105.855
150,2.02411E+13,01-01-retrieve,cloud8,19.8,6.1875,23.125
150,2.02411E+13,01-02-prepare-and-store,cloud8,65.8,16.45,78.102
150,2.02411E+13,02-01-retrieve,cloud8,98.7,28.2,23.125
150,2.02411E+13,02-02-slice,cloud8,101.7,56.9571,82.375
150,2.02411E+13,02-03-prepare,cloud8,101.8,78.1338,106.344
151,2.02411E+13,01-01-retrieve,fog2,,0,14.875
151,2.02411E+13,01-02-prepare-and-store,fog2,23.9,5.975,78.203
151,2.02411E+13,02-01-retrieve,fog2,9.9,1.98,15.75
151,2.02411E+13,02-02-slice,fog2,,0,59.398
151,2.02411E+13,02-03-prepare,fog2,99.8,30.681,89.355
152,2.02411E+13,01-01-retrieve,fog3,,0,12.125
152,2.02411E+13,01-02-prepare-and-store,fog3,29.9,7.475,78.504
152,2.02411E+13,02-01-retrieve,fog3,19.8,3.96,15.75
152,2.02411E+13,02-02-slice,fog3,,0,59.902
152,2.02411E+13,02-03-prepare,fog3,101.7,31.0571,91.125
153,2.02411E+13,01-01-retrieve,cloud1,,0,15.875
153,2.02411E+13,01-02-prepare-and-store,cloud1,41.9,10.475,77.555
153,2.02411E+13,02-01-retrieve,cloud1,,0,20.875
153,2.02411E+13,02-02-slice,cloud1,99.7,24.925,74.336
153,2.02411E+13,02-03-prepare,cloud1,101.7,36.2545,89.098
154,2.02411E+13,01-01-retrieve,cloud2,,0,21.25
154,2.02411E+13,01-02-prepare-and-store,cloud2,31.9,7.975,77.645
154,2.02411E+13,02-01-retrieve,cloud2,,0,21.875
154,2.02411E+13,02-02-slice,cloud2,,0,57.164
154,2.02411E+13,02-03-prepare,cloud2,101.7,36.2545,89.484
155,2.02411E+13,01-01-retrieve,cloud3,,0,18.75
155,2.02411E+13,01-02-prepare-and-store,cloud3,53.8,13.45,78.254
155,2.02411E+13,02-01-retrieve,cloud3,,0,20.5
155,2.02411E+13,02-02-slice,cloud3,97.6,24.4,74.273
155,2.02411E+13,02-03-prepare,cloud3,101.7,36.2364,91.91
156,2.02411E+13,01-01-retrieve,cloud4,,0,22
156,2.02411E+13,01-02-prepare-and-store,cloud4,41.9,10.475,77.875
156,2.02411E+13,02-01-retrieve,cloud4,,0,21.75
156,2.02411E+13,02-02-slice,cloud4,,0,50.113
156,2.02411E+13,02-03-prepare,cloud4,101.7,33.1381,89.895
157,2.02411E+13,01-01-retrieve,cloud5,,0,16.25
157,2.02411E+13,01-02-prepare-and-store,cloud5,39.9,9.975,77.652
157,2.02411E+13,02-01-retrieve,cloud5,,0,15.625
157,2.02411E+13,02-02-slice,cloud5,97.7,24.425,73.691
157,2.02411E+13,02-03-prepare,cloud5,101.7,36.25,89.355
158,2.02411E+13,01-01-retrieve,cloud6,,0,18.75
158,2.02411E+13,01-02-prepare-and-store,cloud6,39.9,9.975,77.73
158,2.02411E+13,02-01-retrieve,cloud6,,0,15.25
158,2.02411E+13,02-02-slice,cloud6,97.6,24.4,73.953
158,2.02411E+13,02-03-prepare,cloud6,101.7,36.2409,89.266
159,2.02411E+13,01-01-retrieve,cloud7,,0,18
159,2.02411E+13,01-02-prepare-and-store,cloud7,41.8,10.45,77.855
159,2.02411E+13,02-01-retrieve,cloud7,,0,21.625
159,2.02411E+13,02-02-slice,cloud7,97.8,24.45,73.582
159,2.02411E+13,02-03-prepare,cloud7,101.7,36.2545,89.75
160,2.02411E+13,01-01-retrieve,cloud8,,0,16.125
160,2.02411E+13,01-02-prepare-and-store,cloud8,45.9,11.475,77.844
160,2.02411E+13,02-01-retrieve,cloud8,,0,21
160,2.02411E+13,02-02-slice,cloud8,97.7,24.425,74.078
160,2.02411E+13,02-03-prepare,cloud8,101.7,36.2455,89.047
161,2.02411E+13,01-01-retrieve,fog2,,0,7
161,2.02411E+13,01-02-prepare-and-store,fog2,27.9,6.975,77.75
161,2.02411E+13,02-01-retrieve,fog2,19.8,4.95,23.125
161,2.02411E+13,02-02-slice,fog2,,0,61.398
161,2.02411E+13,02-03-prepare,fog2,101.7,36.1773,90.285
162,2.02411E+13,01-01-retrieve,fog3,,0,23
162,2.02411E+13,01-02-prepare-and-store,fog3,25.9,6.475,77.875
162,2.02411E+13,02-01-retrieve,fog3,19.7,4.93333,22.875
162,2.02411E+13,02-02-slice,fog3,,0,60.902
162,2.02411E+13,02-03-prepare,fog3,101.7,36.2591,90.277
163,2.02411E+13,01-01-retrieve,cloud1,,0,12.5
163,2.02411E+13,01-02-prepare-and-store,cloud1,47.8,11.95,78.328
163,2.02411E+13,02-01-retrieve,cloud1,,0,20.625
163,2.02411E+13,02-02-slice,cloud1,99.7,24.925,75.062
163,2.02411E+13,02-03-prepare,cloud1,101.8,41.55,93.418
164,2.02411E+13,01-01-retrieve,cloud2,,0,20.875
164,2.02411E+13,01-02-prepare-and-store,cloud2,41.9,10.475,78.027
164,2.02411E+13,02-01-retrieve,cloud2,,0,22.5
164,2.02411E+13,02-02-slice,cloud2,99.7,24.925,74.754
164,2.02411E+13,02-03-prepare,cloud2,101.6,41.832,89.832
165,2.02411E+13,01-01-retrieve,cloud3,,0,14.75
165,2.02411E+13,01-02-prepare-and-store,cloud3,65.8,13.16,77.973
165,2.02411E+13,02-01-retrieve,cloud3,,0,15.625
165,2.02411E+13,02-02-slice,cloud3,99.6,24.9,74.797
165,2.02411E+13,02-03-prepare,cloud3,101.6,41.5083,90.32
166,2.02411E+13,01-01-retrieve,cloud4,,0,20.75
166,2.02411E+13,01-02-prepare-and-store,cloud4,37.9,9.475,78.078
166,2.02411E+13,02-01-retrieve,cloud4,,0,19
166,2.02411E+13,02-02-slice,cloud4,,0,57.098
166,2.02411E+13,02-03-prepare,cloud4,101.7,39.2042,90.137
167,2.02411E+13,01-01-retrieve,cloud5,,0,14.625
167,2.02411E+13,01-02-prepare-and-store,cloud5,53.8,13.45,77.547
167,2.02411E+13,02-01-retrieve,cloud5,,0,11.25
167,2.02411E+13,02-02-slice,cloud5,101.6,25.4,74.316
167,2.02411E+13,02-03-prepare,cloud5,101.7,41.625,89.582
168,2.02411E+13,01-01-retrieve,cloud6,,0,15.125
168,2.02411E+13,01-02-prepare-and-store,cloud6,43.9,10.975,77.438
168,2.02411E+13,02-01-retrieve,cloud6,,0,11.25
168,2.02411E+13,02-02-slice,cloud6,101.6,25.4,74.062
168,2.02411E+13,02-03-prepare,cloud6,101.7,41.5417,90.207
169,2.02411E+13,01-01-retrieve,cloud7,,0,14.625
169,2.02411E+13,01-02-prepare-and-store,cloud7,45.8,11.45,77.547
169,2.02411E+13,02-01-retrieve,cloud7,,0,15.625
169,2.02411E+13,02-02-slice,cloud7,101.7,25.425,73.949
169,2.02411E+13,02-03-prepare,cloud7,101.7,41.7,92.297
170,2.02411E+13,01-01-retrieve,cloud8,,0,12.75
170,2.02411E+13,01-02-prepare-and-store,cloud8,49.8,12.45,77.812
170,2.02411E+13,02-01-retrieve,cloud8,,0,15
170,2.02411E+13,02-02-slice,cloud8,101.7,25.425,74.445
170,2.02411E+13,02-03-prepare,cloud8,101.7,41.6917,90.18
171,2.02411E+13,01-01-retrieve,fog2,9.9,1.98,22.875
171,2.02411E+13,01-02-prepare-and-store,fog2,25.9,6.475,78.371
171,2.02411E+13,02-01-retrieve,fog2,19.8,6.6,17.625
171,2.02411E+13,02-02-slice,fog2,97.8,24.45,74.902
171,2.02411E+13,02-03-prepare,fog2,101.7,41.4583,92.035
172,2.02411E+13,01-01-retrieve,fog3,,0,22.75
172,2.02411E+13,01-02-prepare-and-store,fog3,29.9,7.475,78.539
172,2.02411E+13,02-01-retrieve,fog3,19.8,4.95,21
172,2.02411E+13,02-02-slice,fog3,95.8,23.95,74.656
172,2.02411E+13,02-03-prepare,fog3,101.8,40.9625,93.785
173,2.02411E+13,01-01-retrieve,cloud1,,0,14.75
173,2.02411E+13,01-02-prepare-and-store,cloud1,43.9,10.975,77.957
173,2.02411E+13,02-01-retrieve,cloud1,,0,16.25
173,2.02411E+13,02-02-slice,cloud1,99.7,24.925,74.406
173,2.02411E+13,02-03-prepare,cloud1,101.8,46.1,91.109
174,2.02411E+13,01-01-retrieve,cloud2,,0,15.125
174,2.02411E+13,01-02-prepare-and-store,cloud2,35.9,8.975,77.828
174,2.02411E+13,02-01-retrieve,cloud2,,0,20.75
174,2.02411E+13,02-02-slice,cloud2,99.7,24.925,74.422
174,2.02411E+13,02-03-prepare,cloud2,101.7,47.4074,91.402
175,2.02411E+13,01-01-retrieve,cloud3,,0,13.375
175,2.02411E+13,01-02-prepare-and-store,cloud3,63.8,12.76,78.598
175,2.02411E+13,02-01-retrieve,cloud3,,0,14.625
175,2.02411E+13,02-02-slice,cloud3,101.6,25.4,74.523
175,2.02411E+13,02-03-prepare,cloud3,101.6,45.9846,92.969
176,2.02411E+13,01-01-retrieve,cloud4,,0,15
176,2.02411E+13,01-02-prepare-and-store,cloud4,39.9,9.975,78.227
176,2.02411E+13,02-01-retrieve,cloud4,,0,16.25
176,2.02411E+13,02-02-slice,cloud4,99.6,24.9,74.297
176,2.02411E+13,02-03-prepare,cloud4,101.7,44.7731,91.152
177,2.02411E+13,01-01-retrieve,cloud5,,0,11.125
177,2.02411E+13,01-02-prepare-and-store,cloud5,41.9,10.475,77.922
177,2.02411E+13,02-01-retrieve,cloud5,,0,10.875
177,2.02411E+13,02-02-slice,cloud5,99.7,24.925,73.914
177,2.02411E+13,02-03-prepare,cloud5,101.7,46.6667,90.25
178,2.02411E+13,01-01-retrieve,cloud6,,0,9.5
178,2.02411E+13,01-02-prepare-and-store,cloud6,43.9,10.975,77.934
178,2.02411E+13,02-01-retrieve,cloud6,,0,10.875
178,2.02411E+13,02-02-slice,cloud6,99.6,24.9,74.176
178,2.02411E+13,02-03-prepare,cloud6,101.7,46.0846,90.27
179,2.02411E+13,01-01-retrieve,cloud7,,0,10.25
179,2.02411E+13,01-02-prepare-and-store,cloud7,43.9,10.975,77.77
179,2.02411E+13,02-01-retrieve,cloud7,,0,16.125
179,2.02411E+13,02-02-slice,cloud7,101.7,25.425,74.691
179,2.02411E+13,02-03-prepare,cloud7,101.7,46.0077,90.852
180,2.02411E+13,01-01-retrieve,cloud8,,0,11.375
180,2.02411E+13,01-02-prepare-and-store,cloud8,45.8,11.45,77.863
180,2.02411E+13,02-01-retrieve,cloud8,,0,15.625
180,2.02411E+13,02-02-slice,cloud8,97.8,24.45,74.32
180,2.02411E+13,02-03-prepare,cloud8,101.7,46.6667,92.438
181,2.02411E+13,01-01-retrieve,fog2,,0,22.75
181,2.02411E+13,01-02-prepare-and-store,fog2,35.9,8.975,78.023
181,2.02411E+13,02-01-retrieve,fog2,19.8,6.6,9.25
181,2.02411E+13,02-02-slice,fog2,97.7,24.425,74.969
181,2.02411E+13,02-03-prepare,fog2,101.7,43.788,91.875
182,2.02411E+13,01-01-retrieve,fog3,,0,21.375
182,2.02411E+13,01-02-prepare-and-store,fog3,29.9,7.475,78.34
182,2.02411E+13,02-01-retrieve,fog3,19.8,4.95,10.875
182,2.02411E+13,02-02-slice,fog3,99.8,24.95,74.465
182,2.02411E+13,02-03-prepare,fog3,101.7,44.1808,92.426
183,2.02411E+13,01-01-retrieve,cloud1,79.2,19.8,22.875
183,2.02411E+13,01-02-prepare-and-store,cloud1,43.9,10.975,77.793
183,2.02411E+13,02-01-retrieve,cloud1,,0,15.375
183,2.02411E+13,02-02-slice,cloud1,99.7,24.925,75.305
183,2.02411E+13,02-03-prepare,cloud1,101.7,49.9179,92.203
184,2.02411E+13,01-01-retrieve,cloud2,,0,11.25
184,2.02411E+13,01-02-prepare-and-store,cloud2,47.9,11.975,78.195
184,2.02411E+13,02-01-retrieve,cloud2,,0,14.125
184,2.02411E+13,02-02-slice,cloud2,99.6,24.9,74.719
184,2.02411E+13,02-03-prepare,cloud2,101.7,51.2966,91.855
185,2.02411E+13,01-01-retrieve,cloud3,,0,23.25
185,2.02411E+13,01-02-prepare-and-store,cloud3,61.8,15.45,78.535
185,2.02411E+13,02-01-retrieve,cloud3,,0,14.375
185,2.02411E+13,02-02-slice,cloud3,101.6,25.4,75.012
185,2.02411E+13,02-03-prepare,cloud3,101.6,49.9464,91.953
186,2.02411E+13,01-01-retrieve,cloud4,,0,15.625
186,2.02411E+13,01-02-prepare-and-store,cloud4,53.8,13.45,78.09
186,2.02411E+13,02-01-retrieve,cloud4,,0,11.375
186,2.02411E+13,02-02-slice,cloud4,101.6,25.4,75.297
186,2.02411E+13,02-03-prepare,cloud4,101.7,48.063,92.031
187,2.02411E+13,01-01-retrieve,cloud5,,0,6.875
187,2.02411E+13,01-02-prepare-and-store,cloud5,59.8,14.95,77.801
187,2.02411E+13,02-01-retrieve,cloud5,,0,23.125
187,2.02411E+13,02-02-slice,cloud5,99.6,24.9,74.875
187,2.02411E+13,02-03-prepare,cloud5,101.7,49.9643,91.504
188,2.02411E+13,01-01-retrieve,cloud6,,0,7.125
188,2.02411E+13,01-02-prepare-and-store,cloud6,53.8,13.45,77.98
188,2.02411E+13,02-01-retrieve,cloud6,,0,22.875
188,2.02411E+13,02-02-slice,cloud6,99.5,24.875,74.734
188,2.02411E+13,02-03-prepare,cloud6,101.7,49.9107,92.367
189,2.02411E+13,01-01-retrieve,cloud7,,0,22.875
189,2.02411E+13,01-02-prepare-and-store,cloud7,53.8,13.45,77.48
189,2.02411E+13,02-01-retrieve,cloud7,,0,14
189,2.02411E+13,02-02-slice,cloud7,101.7,25.425,75.02
189,2.02411E+13,02-03-prepare,cloud7,101.7,49.9214,91.727
190,2.02411E+13,01-01-retrieve,cloud8,,0,7
190,2.02411E+13,01-02-prepare-and-store,cloud8,53.8,13.45,77.871
190,2.02411E+13,02-01-retrieve,cloud8,,0,14.25
190,2.02411E+13,02-02-slice,cloud8,101.7,25.425,74.738
190,2.02411E+13,02-03-prepare,cloud8,101.7,49.9143,91.992
191,2.02411E+13,01-01-retrieve,fog2,9.9,1.98,11.875
191,2.02411E+13,01-02-prepare-and-store,fog2,37.9,9.475,77.656
